GEOID,Geographic Area Name,Population
0500000US47095,"Lake County, Tennessee",7005
0500000US47097,"Lauderdale County, Tennessee",25143
0500000US47099,"Lawrence County, Tennessee",44159
0500000US47101,"Lewis County, Tennessee",12582
0500000US47103,"Lincoln County, Tennessee",35319
0500000US47105,"Loudon County, Tennessee",54886
0500000US47107,"McMinn County, Tennessee",53276
0500000US47109,"McNairy County, Tennessee",25866
0500000US47111,"Macon County, Tennessee",25216
0500000US47113,"Madison County, Tennessee",98823
0500000US47115,"Marion County, Tennessee",28837
0500000US47117,"Marshall County, Tennessee",34318
0500000US47119,"Maury County, Tennessee",100974
0500000US47121,"Meigs County, Tennessee",12758
0500000US47123,"Monroe County, Tennessee",46250
0500000US47125,"Montgomery County, Tennessee",220069
0500000US47127,"Moore County, Tennessee",6461
0500000US47129,"Morgan County, Tennessee",21035
0500000US47131,"Obion County, Tennessee",30787
0500000US47133,"Overton County, Tennessee",22511
0500000US47135,"Perry County, Tennessee",8366
0500000US47137,"Pickett County, Tennessee",5001
0500000US47139,"Polk County, Tennessee",17544
0500000US47141,"Putnam County, Tennessee",79854
0500000US47143,"Rhea County, Tennessee",32870
0500000US47145,"Roane County, Tennessee",53404
0500000US47147,"Robertson County, Tennessee",72803
0500000US47149,"Rutherford County, Tennessee",341486
0500000US47151,"Scott County, Tennessee",21850
0500000US47153,"Sequatchie County, Tennessee",15826
0500000US47155,"Sevier County, Tennessee",98380
0500000US47157,"Shelby County, Tennessee",929744
0500000US47159,"Smith County, Tennessee",19904
0500000US47161,"Stewart County, Tennessee",13657
0500000US47163,"Sullivan County, Tennessee",158163
0500000US47165,"Sumner County, Tennessee",196281
0500000US47167,"Tipton County, Tennessee",60970
0500000US47169,"Trousdale County, Tennessee",11615
0500000US47171,"Unicoi County, Tennessee",17928
0500000US47173,"Union County, Tennessee",19802
0500000US47175,"Van Buren County, Tennessee",6168
0500000US47177,"Warren County, Tennessee",40953
0500000US47179,"Washington County, Tennessee",133001
0500000US47181,"Wayne County, Tennessee",16232
0500000US47183,"Weakley County, Tennessee",32902
0500000US47185,"White County, Tennessee",27351
0500000US47187,"Williamson County, Tennessee",247726
0500000US47189,"Wilson County, Tennessee",147737
0500000US48001,"Anderson County, Texas",57922
0500000US48003,"Andrews County, Texas",18610
0500000US48005,"Angelina County, Texas",86395
0500000US48007,"Aransas County, Texas",23830
0500000US48009,"Archer County, Texas",8560
0500000US48011,"Armstrong County, Texas",1848
0500000US48013,"Atascosa County, Texas",48981
0500000US48015,"Austin County, Texas",30167
0500000US48017,"Bailey County, Texas",6904
0500000US48019,"Bandera County, Texas",20851
0500000US48021,"Bastrop County, Texas",97216
0500000US48023,"Baylor County, Texas",3465
0500000US48025,"Bee County, Texas",31047
0500000US48027,"Bell County, Texas",370647
0500000US48029,"Bexar County, Texas",2009324
0500000US48031,"Blanco County, Texas",11374
0500000US48033,"Borden County, Texas",631
0500000US48035,"Bosque County, Texas",18235
0500000US48037,"Bowie County, Texas",92893
0500000US48039,"Brazoria County, Texas",372031
0500000US48041,"Brazos County, Texas",233849
0500000US48043,"Brewster County, Texas",9546
0500000US48045,"Briscoe County, Texas",1435
0500000US48047,"Brooks County, Texas",7076
0500000US48049,"Brown County, Texas",38095
0500000US48051,"Burleson County, Texas",17642
0500000US48053,"Burnet County, Texas",49130
0500000US48055,"Caldwell County, Texas",45883
0500000US48057,"Calhoun County, Texas",20106
0500000US48059,"Callahan County, Texas",13708
0500000US48061,"Cameron County, Texas",421017
0500000US48063,"Camp County, Texas",12464
0500000US48065,"Carson County, Texas",5807
0500000US48067,"Cass County, Texas",28454
0500000US48069,"Castro County, Texas",7371
0500000US48071,"Chambers County, Texas",46571
0500000US48073,"Cherokee County, Texas",50412
0500000US48075,"Childress County, Texas",6664
0500000US48077,"Clay County, Texas",10218
0500000US48079,"Cochran County, Texas",2547
0500000US48081,"Coke County, Texas",3285
0500000US48083,"Coleman County, Texas",7684
0500000US48085,"Collin County, Texas",1064465
0500000US48087,"Collingsworth County, Texas",2652
0500000US48089,"Colorado County, Texas",20557
0500000US48091,"Comal County, Texas",161501
0500000US48093,"Comanche County, Texas",13594
0500000US48095,"Concho County, Texas",3303
0500000US48097,"Cooke County, Texas",41668
0500000US48099,"Coryell County, Texas",83093
0500000US48101,"Cottle County, Texas",1380
0500000US48103,"Crane County, Texas",4675
0500000US48105,"Crockett County, Texas",3098
0500000US48107,"Crosby County, Texas",5133
0500000US48109,"Culberson County, Texas",2188
0500000US48111,"Dallam County, Texas",7115
0500000US48113,"Dallas County, Texas",2613539
0500000US48115,"Dawson County, Texas",12456
0500000US48117,"Deaf Smith County, Texas",18583
0500000US48119,"Delta County, Texas",5230
0500000US48121,"Denton County, Texas",906422
0500000US48123,"DeWitt County, Texas",19824
0500000US48125,"Dickens County, Texas",1770
0500000US48127,"Dimmit County, Texas",8615
0500000US48129,"Donley County, Texas",3258
0500000US48131,"Duval County, Texas",9831
0500000US48133,"Eastland County, Texas",17725
0500000US48135,"Ector County, Texas",165171
0500000US48137,"Edwards County, Texas",1422
0500000US48139,"Ellis County, Texas",192455
0500000US48141,"El Paso County, Texas",865657
0500000US48143,"Erath County, Texas",42545
0500000US48145,"Falls County, Texas",16968
0500000US48147,"Fannin County, Texas",35662
0500000US48149,"Fayette County, Texas",24435
0500000US48151,"Fisher County, Texas",3672
0500000US48153,"Floyd County, Texas",5402
0500000US48155,"Foard County, Texas",1095
0500000US48157,"Fort Bend County, Texas",822779
0500000US48159,"Franklin County, Texas",10359
0500000US48161,"Freestone County, Texas",19435
0500000US48163,"Frio County, Texas",18385
0500000US48165,"Gaines County, Texas",21598
0500000US48167,"Galveston County, Texas",350682
0500000US48169,"Garza County, Texas",5816
0500000US48171,"Gillespie County, Texas",26725
0500000US48173,"Glasscock County, Texas",1116
0500000US48175,"Goliad County, Texas",7012
0500000US48177,"Gonzales County, Texas",19653
0500000US48179,"Gray County, Texas",21227
0500000US48181,"Grayson County, Texas",135543
0500000US48183,"Gregg County, Texas",124239
0500000US48185,"Grimes County, Texas",29268
0500000US48187,"Guadalupe County, Texas",172706
0500000US48189,"Hale County, Texas",32522
0500000US48191,"Hall County, Texas",2825
0500000US48193,"Hamilton County, Texas",8222
0500000US48195,"Hansford County, Texas",5285
0500000US48197,"Hardeman County, Texas",3549
0500000US48199,"Hardin County, Texas",56231
0500000US48201,"Harris County, Texas",4731145
0500000US48203,"Harrison County, Texas",68839
0500000US48205,"Hartley County, Texas",5382
0500000US48207,"Haskell County, Texas",5416
0500000US48209,"Hays County, Texas",241067
0500000US48211,"Hemphill County, Texas",3382
0500000US48213,"Henderson County, Texas",82150
0500000US48215,"Hidalgo County, Texas",870781
0500000US48217,"Hill County, Texas",35874
0500000US48219,"Hockley County, Texas",21537
0500000US48221,"Hood County, Texas",61598
0500000US48223,"Hopkins County, Texas",36787
0500000US48225,"Houston County, Texas",22066
0500000US48227,"Howard County, Texas",34860
0500000US48229,"Hudspeth County, Texas",3202
0500000US48231,"Hunt County, Texas",99956
0500000US48233,"Hutchinson County, Texas",20617
0500000US48235,"Irion County, Texas",1513
0500000US48237,"Jack County, Texas",8472
0500000US48239,"Jackson County, Texas",14988
0500000US48241,"Jasper County, Texas",32980
0500000US48243,"Jeff Davis County, Texas",1996
0500000US48245,"Jefferson County, Texas",256526
0500000US48247,"Jim Hogg County, Texas",4838
0500000US48249,"Jim Wells County, Texas",38891
0500000US48251,"Johnson County, Texas",179927
0500000US48253,"Jones County, Texas",19663
0500000US48255,"Karnes County, Texas",14710
0500000US48257,"Kaufman County, Texas",145310
0500000US48259,"Kendall County, Texas",44279
0500000US48261,"Kenedy County, Texas",350
0500000US48263,"Kent County, Texas",753
0500000US48265,"Kerr County, Texas",52598
0500000US48267,"Kimble County, Texas",4286
0500000US48269,"King County, Texas",265
0500000US48271,"Kinney County, Texas",3129
0500000US48273,"Kleberg County, Texas",31040
0500000US48275,"Knox County, Texas",3353
0500000US48277,"Lamar County, Texas",50088
0500000US48279,"Lamb County, Texas",13045
0500000US48281,"Lampasas County, Texas",21627
0500000US48283,"La Salle County, Texas",6664
0500000US48285,"Lavaca County, Texas",20337
0500000US48287,"Lee County, Texas",17478
0500000US48289,"Leon County, Texas",15719
0500000US48291,"Liberty County, Texas",91628
0500000US48293,"Limestone County, Texas",22146
0500000US48295,"Lipscomb County, Texas",3059
0500000US48297,"Live Oak County, Texas",11335
0500000US48299,"Llano County, Texas",21243
0500000US48301,"Loving County, Texas",64
0500000US48303,"Lubbock County, Texas",310639
0500000US48305,"Lynn County, Texas",5596
0500000US48307,"McCulloch County, Texas",7630
0500000US48309,"McLennan County, Texas",260579
0500000US48311,"McMullen County, Texas",600
0500000US48313,"Madison County, Texas",13455
0500000US48315,"Marion County, Texas",9725
0500000US48317,"Martin County, Texas",5237
0500000US48319,"Mason County, Texas",3953
0500000US48321,"Matagorda County, Texas",36255
0500000US48323,"Maverick County, Texas",57887
0500000US48325,"Medina County, Texas",50748
0500000US48327,"Menard County, Texas",1962
0500000US48329,"Midland County, Texas",169983
0500000US48331,"Milam County, Texas",24754
0500000US48333,"Mills County, Texas",4456
0500000US48335,"Mitchell County, Texas",8990
0500000US48337,"Montague County, Texas",19965
0500000US48339,"Montgomery County, Texas",620443
0500000US48341,"Moore County, Texas",21358
0500000US48343,"Morris County, Texas",11973
0500000US48345,"Motley County, Texas",1063
0500000US48347,"Nacogdoches County, Texas",64653
0500000US48349,"Navarro County, Texas",52624
0500000US48351,"Newton County, Texas",12217
0500000US48353,"Nolan County, Texas",14738
0500000US48355,"Nueces County, Texas",353178
0500000US48357,"Ochiltree County, Texas",10015
0500000US48359,"Oldham County, Texas",1758
0500000US48361,"Orange County, Texas",84808
0500000US48363,"Palo Pinto County, Texas",28409
0500000US48365,"Panola County, Texas",22491
0500000US48367,"Parker County, Texas",148222
0500000US48369,"Parmer County, Texas",9869
0500000US48371,"Pecos County, Texas",15193
0500000US48373,"Polk County, Texas",50123
0500000US48375,"Potter County, Texas",118525
0500000US48377,"Presidio County, Texas",6131
0500000US48379,"Rains County, Texas",12164
0500000US48381,"Randall County, Texas",140753
0500000US48383,"Reagan County, Texas",3385
0500000US48385,"Real County, Texas",2758
0500000US48387,"Red River County, Texas",11587
0500000US48389,"Reeves County, Texas",14748
0500000US48391,"Refugio County, Texas",6741
0500000US48393,"Roberts County, Texas",827
0500000US48395,"Robertson County, Texas",16757
0500000US48397,"Rockwall County, Texas",107819
0500000US48399,"Runnels County, Texas",9900
0500000US48401,"Rusk County, Texas",52214
0500000US48403,"Sabine County, Texas",9894
0500000US48405,"San Augustine County, Texas",7918
0500000US48407,"San Jacinto County, Texas",27402
0500000US48409,"San Patricio County, Texas",68755
0500000US48411,"San Saba County, Texas",5730
0500000US48413,"Schleicher County, Texas",2451
0500000US48415,"Scurry County, Texas",16932
0500000US48417,"Shackelford County, Texas",3105
0500000US48419,"Shelby County, Texas",24022
0500000US48421,"Sherman County, Texas",2782
0500000US48423,"Smith County, Texas",233479
0500000US48425,"Somervell County, Texas",9205
0500000US48427,"Starr County, Texas",65920
0500000US48429,"Stephens County, Texas",9101
0500000US48431,"Sterling County, Texas",1372
0500000US48433,"Stonewall County, Texas",1245
0500000US48435,"Sutton County, Texas",3372
0500000US48437,"Swisher County, Texas",6971
0500000US48439,"Tarrant County, Texas",2110640
0500000US48441,"Taylor County, Texas",143208
0500000US48443,"Terrell County, Texas",760
0500000US48445,"Terry County, Texas",11831
0500000US48447,"Throckmorton County, Texas",1440
0500000US48449,"Titus County, Texas",31247
0500000US48451,"Tom Green County, Texas",120003
0500000US48453,"Travis County, Texas",1290188
0500000US48455,"Trinity County, Texas",13602
0500000US48457,"Tyler County, Texas",19798
0500000US48459,"Upshur County, Texas",40892
0500000US48461,"Upton County, Texas",3308
0500000US48463,"Uvalde County, Texas",24564
0500000US48465,"Val Verde County, Texas",47586
0500000US48467,"Van Zandt County, Texas",59541
0500000US48469,"Victoria County, Texas",91319
0500000US48471,"Walker County, Texas",76400
0500000US48473,"Waller County, Texas",56794
0500000US48475,"Ward County, Texas",11644
0500000US48477,"Washington County, Texas",35805
0500000US48479,"Webb County, Texas",267114
0500000US48481,"Wharton County, Texas",41570
0500000US48483,"Wheeler County, Texas",4990
0500000US48485,"Wichita County, Texas",129350
0500000US48487,"Wilbarger County, Texas",12887
0500000US48489,"Willacy County, Texas",20164
0500000US48491,"Williamson County, Texas",609017
0500000US48493,"Wilson County, Texas",49753
0500000US48495,"Winkler County, Texas",7791
0500000US48497,"Wise County, Texas",68632
0500000US48499,"Wood County, Texas",44843
0500000US48501,"Yoakum County, Texas",7694
0500000US48503,"Young County, Texas",17867
0500000US48505,"Zapata County, Texas",13889
0500000US48507,"Zavala County, Texas",9670
0500000US49001,"Beaver County, Utah",7072
0500000US49003,"Box Elder County, Utah",57666
0500000US49005,"Cache County, Utah",133154
0500000US49007,"Carbon County, Utah",20412
0500000US49009,"Daggett County, Utah",935
0500000US49011,"Davis County, Utah",362679
0500000US49013,"Duchesne County, Utah",19596
0500000US49015,"Emery County, Utah",9825
0500000US49017,"Garfield County, Utah",5083
0500000US49019,"Grand County, Utah",9669
0500000US49021,"Iron County, Utah",57289
0500000US49023,"Juab County, Utah",11786
0500000US49025,"Kane County, Utah",7667
0500000US49027,"Millard County, Utah",12975
0500000US49029,"Morgan County, Utah",12295
0500000US49031,"Piute County, Utah",1438
0500000US49033,"Rich County, Utah",2510
0500000US49035,"Salt Lake County, Utah",1185238
0500000US49037,"San Juan County, Utah",14518
0500000US49039,"Sanpete County, Utah",28437
0500000US49041,"Sevier County, Utah",21522
0500000US49043,"Summit County, Utah",42357
0500000US49045,"Tooele County, Utah",72698
0500000US49047,"Uintah County, Utah",35620
0500000US49049,"Utah County, Utah",659399
0500000US49051,"Wasatch County, Utah",34788
0500000US49053,"Washington County, Utah",180279
0500000US49055,"Wayne County, Utah",2486
0500000US49057,"Weber County, Utah",262223
0500000US50001,"Addison County, Vermont",37363
0500000US50003,"Bennington County, Vermont",37347
0500000US50005,"Caledonia County, Vermont",30233
0500000US50007,"Chittenden County, Vermont",168323
0500000US50009,"Essex County, Vermont",5920
0500000US50011,"Franklin County, Vermont",49946
0500000US50013,"Grand Isle County, Vermont",7293
0500000US50015,"Lamoille County, Vermont",25945
0500000US50017,"Orange County, Vermont",29277
0500000US50019,"Orleans County, Vermont",27393
0500000US50021,"Rutland County, Vermont",60572
0500000US50023,"Washington County, Vermont",59807
0500000US50025,"Windham County, Vermont",45905
0500000US50027,"Windsor County, Vermont",57753
0500000US51001,"Accomack County, Virginia",33413
0500000US51003,"Albemarle County, Virginia",112395
0500000US51005,"Alleghany County, Virginia",15223
0500000US51007,"Amelia County, Virginia",13265
0500000US51009,"Amherst County, Virginia",31307
0500000US51011,"Appomattox County, Virginia",16119
0500000US51013,"Arlington County, Virginia",238643
0500000US51015,"Augusta County, Virginia",77487
0500000US51017,"Bath County, Virginia",4209
0500000US51019,"Bedford County, Virginia",79462
0500000US51021,"Bland County, Virginia",6270
0500000US51023,"Botetourt County, Virginia",33596
0500000US51025,"Brunswick County, Virginia",15849
0500000US51027,"Buchanan County, Virginia",20355
0500000US51029,"Buckingham County, Virginia",16824
0500000US51031,"Campbell County, Virginia",55696
0500000US51033,"Caroline County, Virginia",30887
0500000US51035,"Carroll County, Virginia",29155
0500000US51036,"Charles City County, Virginia",6773
0500000US51037,"Charlotte County, Virginia",11529
0500000US51041,"Chesterfield County, Virginia",364548
0500000US51043,"Clarke County, Virginia",14783
0500000US51045,"Craig County, Virginia",4892
0500000US51047,"Culpeper County, Virginia",52552
0500000US51049,"Cumberland County, Virginia",9675
0500000US51051,"Dickenson County, Virginia",14124
0500000US51053,"Dinwiddie County, Virginia",27947
0500000US51057,"Essex County, Virginia",10599
0500000US51059,"Fairfax County, Virginia",1150309
0500000US51061,"Fauquier County, Virginia",72972
0500000US51063,"Floyd County, Virginia",15476
0500000US51065,"Fluvanna County, Virginia",27249
0500000US51067,"Franklin County, Virginia",54477
0500000US51069,"Frederick County, Virginia",91419
0500000US51071,"Giles County, Virginia",16787
0500000US51073,"Gloucester County, Virginia",38711
0500000US51075,"Goochland County, Virginia",24727
0500000US51077,"Grayson County, Virginia",15333
0500000US51079,"Greene County, Virginia",20552
0500000US51081,"Greensville County, Virginia",11391
0500000US51083,"Halifax County, Virginia",34022
0500000US51085,"Hanover County, Virginia",109979
0500000US51087,"Henrico County, Virginia",334389
0500000US51089,"Henry County, Virginia",50948
0500000US51091,"Highland County, Virginia",2232
0500000US51093,"Isle of Wight County, Virginia",38606
0500000US51095,"James City County, Virginia",78254
0500000US51097,"King and Queen County, Virginia",6608
0500000US51099,"King George County, Virginia",26723
0500000US51101,"King William County, Virginia",17810
0500000US51103,"Lancaster County, Virginia",10919
0500000US51105,"Lee County, Virginia",22173
0500000US51107,"Loudoun County, Virginia",420959
0500000US51109,"Louisa County, Virginia",37596
0500000US51111,"Lunenburg County, Virginia",11936
0500000US51113,"Madison County, Virginia",13837
0500000US51115,"Mathews County, Virginia",8533
0500000US51117,"Mecklenburg County, Virginia",30319
0500000US51119,"Middlesex County, Virginia",10625
0500000US51121,"Montgomery County, Virginia",99721
0500000US51125,"Nelson County, Virginia",14775
0500000US51127,"New Kent County, Virginia",22945
0500000US51131,"Northampton County, Virginia",12282
0500000US51133,"Northumberland County, Virginia",11839
0500000US51135,"Nottoway County, Virginia",15642
0500000US51137,"Orange County, Virginia",36254
0500000US51139,"Page County, Virginia",23709
0500000US51141,"Patrick County, Virginia",17608
0500000US51143,"Pittsylvania County, Virginia",60501
0500000US51145,"Powhatan County, Virginia",30333
0500000US51147,"Prince Edward County, Virginia",21849
0500000US51149,"Prince George County, Virginia",43010
0500000US51153,"Prince William County, Virginia",482204
0500000US51155,"Pulaski County, Virginia",33800
0500000US51157,"Rappahannock County, Virginia",7348
0500000US51159,"Richmond County, Virginia",8923
0500000US51161,"Roanoke County, Virginia",96929
0500000US51163,"Rockbridge County, Virginia",22650
0500000US51165,"Rockingham County, Virginia",83757
0500000US51167,"Russell County, Virginia",25781
0500000US51169,"Scott County, Virginia",21576
0500000US51171,"Shenandoah County, Virginia",44186
0500000US51173,"Smyth County, Virginia",29800
0500000US51175,"Southampton County, Virginia",17996
0500000US51177,"Spotsylvania County, Virginia",140032
0500000US51179,"Stafford County, Virginia",156927
0500000US51181,"Surry County, Virginia",6561
0500000US51183,"Sussex County, Virginia",10829
0500000US51185,"Tazewell County, Virginia",40429
0500000US51187,"Warren County, Virginia",40727
0500000US51191,"Washington County, Virginia",53935
0500000US51193,"Westmoreland County, Virginia",18477
0500000US51195,"Wise County, Virginia",36130
0500000US51197,"Wythe County, Virginia",28290
0500000US51199,"York County, Virginia",70045
0500000US51510,"Alexandria city, Virginia",159467
0500000US51520,"Bristol city, Virginia",17219
0500000US51530,"Buena Vista city, Virginia",6641
0500000US51540,"Charlottesville city, Virginia",46553
0500000US51550,"Chesapeake city, Virginia",249422
0500000US51570,"Colonial Heights city, Virginia",18170
0500000US51580,"Covington city, Virginia",5737
0500000US51590,"Danville city, Virginia",42590
0500000US51595,"Emporia city, Virginia",5766
0500000US51600,"Fairfax city, Virginia",24146
0500000US51610,"Falls Church city, Virginia",14658
0500000US51620,"Franklin city, Virginia",8180
0500000US51630,"Fredericksburg city, Virginia",27982
0500000US51640,"Galax city, Virginia",6720
0500000US51650,"Hampton city, Virginia",137148
0500000US51660,"Harrisonburg city, Virginia",51814
0500000US51670,"Hopewell city, Virginia",23033
0500000US51678,"Lexington city, Virginia",7320
0500000US51680,"Lynchburg city, Virginia",79009
0500000US51683,"Manassas city, Virginia",42772
0500000US51685,"Manassas Park city, Virginia",17219
0500000US51690,"Martinsville city, Virginia",13485
0500000US51700,"Newport News city, Virginia",186247
0500000US51710,"Norfolk city, Virginia",238005
0500000US51720,"Norton city, Virginia",3687
0500000US51730,"Petersburg city, Virginia",33458
0500000US51735,"Poquoson city, Virginia",12460
0500000US51740,"Portsmouth city, Virginia",97915
0500000US51750,"Radford city, Virginia",16070
0500000US51760,"Richmond city, Virginia",226610
0500000US51770,"Roanoke city, Virginia",100011
0500000US51775,"Salem city, Virginia",25346
0500000US51790,"Staunton city, Virginia",25750
0500000US51800,"Suffolk city, Virginia",94324
0500000US51810,"Virginia Beach city, Virginia",459470
0500000US51820,"Waynesboro city, Virginia",22196
0500000US51830,"Williamsburg city, Virginia",15425
0500000US51840,"Winchester city, Virginia",28120
0500000US53001,"Adams County, Washington",20613
0500000US53003,"Asotin County, Washington",22285
0500000US53005,"Benton County, Washington",206873
0500000US53007,"Chelan County, Washington",79074
0500000US53009,"Clallam County, Washington",77155
0500000US53011,"Clark County, Washington",503311
0500000US53013,"Columbia County, Washington",3952
0500000US53015,"Cowlitz County, Washington",110730
0500000US53017,"Douglas County, Washington",42938
0500000US53019,"Ferry County, Washington",7178
0500000US53021,"Franklin County, Washington",96749
0500000US53023,"Garfield County, Washington",2286
0500000US53025,"Grant County, Washington",99123
0500000US53027,"Grays Harbor County, Washington",75636
0500000US53029,"Island County, Washington",86857
0500000US53031,"Jefferson County, Washington",32977
0500000US53033,"King County, Washington",2269675
0500000US53035,"Kitsap County, Washington",275611
0500000US53037,"Kittitas County, Washington",44337
0500000US53039,"Klickitat County, Washington",22735
0500000US53041,"Lewis County, Washington",82149
0500000US53043,"Lincoln County, Washington",10876
0500000US53045,"Mason County, Washington",65726
0500000US53047,"Okanogan County, Washington",42104
0500000US53049,"Pacific County, Washington",23365
0500000US53051,"Pend Oreille County, Washington",13401
0500000US53053,"Pierce County, Washington",921130
0500000US53055,"San Juan County, Washington",17788
0500000US53057,"Skagit County, Washington",129523
0500000US53059,"Skamania County, Washington",12036
0500000US53061,"Snohomish County, Washington",827957
0500000US53063,"Spokane County, Washington",539339
0500000US53065,"Stevens County, Washington",46445
0500000US53067,"Thurston County, Washington",294793
0500000US53069,"Wahkiakum County, Washington",4422
0500000US53071,"Walla Walla County, Washington",62584
0500000US53073,"Whatcom County, Washington",226847
0500000US53075,"Whitman County, Washington",47973
0500000US53077,"Yakima County, Washington",256728
0500000US54001,"Barbour County, West Virginia",15465
0500000US54003,"Berkeley County, West Virginia",122076
0500000US54005,"Boone County, West Virginia",21809
0500000US54007,"Braxton County, West Virginia",12447
0500000US54009,"Brooke County, West Virginia",22559
0500000US54011,"Cabell County, West Virginia",94350
0500000US54013,"Calhoun County, West Virginia",6229
0500000US54015,"Clay County, West Virginia",8051
0500000US54017,"Doddridge County, West Virginia",7808
0500000US54019,"Fayette County, West Virginia",40488
0500000US54021,"Gilmer County, West Virginia",7408
0500000US54023,"Grant County, West Virginia",10976
0500000US54025,"Greenbrier County, West Virginia",32977
0500000US54027,"Hampshire County, West Virginia",23093
0500000US54029,"Hancock County, West Virginia",29095
0500000US54031,"Hardy County, West Virginia",14299
0500000US54033,"Harrison County, West Virginia",65921
0500000US54035,"Jackson County, West Virginia",27791
0500000US54037,"Jefferson County, West Virginia",57701
0500000US54039,"Kanawha County, West Virginia",180745
0500000US54041,"Lewis County, West Virginia",17033
0500000US54043,"Lincoln County, West Virginia",20463
0500000US54045,"Logan County, West Virginia",32567
0500000US54047,"McDowell County, West Virginia",19111
0500000US54049,"Marion County, West Virginia",56205
0500000US54051,"Marshall County, West Virginia",30591
0500000US54053,"Mason County, West Virginia",25453
0500000US54055,"Mercer County, West Virginia",59664
0500000US54057,"Mineral County, West Virginia",26938
0500000US54059,"Mingo County, West Virginia",23568
0500000US54061,"Monongalia County, West Virginia",105822
0500000US54063,"Monroe County, West Virginia",12376
0500000US54065,"Morgan County, West Virginia",17063
0500000US54067,"Nicholas County, West Virginia",24604
0500000US54069,"Ohio County, West Virginia",42425
0500000US54071,"Pendleton County, West Virginia",6143
0500000US54073,"Pleasants County, West Virginia",7653
0500000US54075,"Pocahontas County, West Virginia",7869
0500000US54077,"Preston County, West Virginia",34216
0500000US54079,"Putnam County, West Virginia",57440
0500000US54081,"Raleigh County, West Virginia",74591
0500000US54083,"Randolph County, West Virginia",27932
0500000US54085,"Ritchie County, West Virginia",8444
0500000US54087,"Roane County, West Virginia",14028
0500000US54089,"Summers County, West Virginia",11959
0500000US54091,"Taylor County, West Virginia",16705
0500000US54093,"Tucker County, West Virginia",6762
0500000US54095,"Tyler County, West Virginia",8313
0500000US54097,"Upshur County, West Virginia",23816
0500000US54099,"Wayne County, West Virginia",38982
0500000US54101,"Webster County, West Virginia",8378
0500000US54103,"Wetzel County, West Virginia",14442
0500000US54105,"Wirt County, West Virginia",5194
0500000US54107,"Wood County, West Virginia",84296
0500000US54109,"Wyoming County, West Virginia",21382
0500000US55001,"Adams County, Wisconsin",20654
0500000US55003,"Ashland County, Wisconsin",16027
0500000US55005,"Barron County, Wisconsin",46711
0500000US55007,"Bayfield County, Wisconsin",16220
0500000US55009,"Brown County, Wisconsin",268740
0500000US55011,"Buffalo County, Wisconsin",13317
0500000US55013,"Burnett County, Wisconsin",16526
0500000US55015,"Calumet County, Wisconsin",52442
0500000US55017,"Chippewa County, Wisconsin",66297
0500000US55019,"Clark County, Wisconsin",34659
0500000US55021,"Columbia County, Wisconsin",58490
0500000US55023,"Crawford County, Wisconsin",16113
0500000US55025,"Dane County, Wisconsin",561504
0500000US55027,"Dodge County, Wisconsin",89396
0500000US55029,"Door County, Wisconsin",30066
0500000US55031,"Douglas County, Wisconsin",44295
0500000US55033,"Dunn County, Wisconsin",45440
0500000US55035,"Eau Claire County, Wisconsin",105710
0500000US55037,"Florence County, Wisconsin",4558
0500000US55039,"Fond du Lac County, Wisconsin",104154
0500000US55041,"Forest County, Wisconsin",9179
0500000US55043,"Grant County, Wisconsin",51938
0500000US55045,"Green County, Wisconsin",37093
0500000US55047,"Green Lake County, Wisconsin",19018
0500000US55049,"Iowa County, Wisconsin",23709
0500000US55051,"Iron County, Wisconsin",6137
0500000US55053,"Jackson County, Wisconsin",21145
0500000US55055,"Jefferson County, Wisconsin",84900
0500000US55057,"Juneau County, Wisconsin",26718
0500000US55059,"Kenosha County, Wisconsin",169151
0500000US55061,"Kewaunee County, Wisconsin",20563
0500000US55063,"La Crosse County, Wisconsin",120784
0500000US55065,"Lafayette County, Wisconsin",16611
0500000US55067,"Langlade County, Wisconsin",19491
0500000US55069,"Lincoln County, Wisconsin",28415
0500000US55071,"Manitowoc County, Wisconsin",81359
0500000US55073,"Marathon County, Wisconsin",138013
0500000US55075,"Marinette County, Wisconsin",41872
0500000US55077,"Marquette County, Wisconsin",15592
0500000US55078,"Menominee County, Wisconsin",4255
0500000US55079,"Milwaukee County, Wisconsin",939489
0500000US55081,"Monroe County, Wisconsin",46274
0500000US55083,"Oconto County, Wisconsin",38965
0500000US55085,"Oneida County, Wisconsin",37845
0500000US55087,"Outagamie County, Wisconsin",190705
0500000US55089,"Ozaukee County, Wisconsin",91503
0500000US55091,"Pepin County, Wisconsin",7318
0500000US55093,"Pierce County, Wisconsin",42212
0500000US55095,"Polk County, Wisconsin",44977
0500000US55097,"Portage County, Wisconsin",70377
0500000US55099,"Price County, Wisconsin",14054
0500000US55101,"Racine County, Wisconsin",197727
0500000US55103,"Richland County, Wisconsin",17304
0500000US55105,"Rock County, Wisconsin",163687
0500000US55107,"Rusk County, Wisconsin",14188
0500000US55109,"St. Croix County, Wisconsin",93536
0500000US55111,"Sauk County, Wisconsin",65763
0500000US55113,"Sawyer County, Wisconsin",18074
0500000US55115,"Shawano County, Wisconsin",40881
0500000US55117,"Sheboygan County, Wisconsin",118034
0500000US55119,"Taylor County, Wisconsin",19913
0500000US55121,"Trempealeau County, Wisconsin",30760
0500000US55123,"Vernon County, Wisconsin",30714
0500000US55125,"Vilas County, Wisconsin",23047
