GEOID,Geographic Area Name,Population
0500000US26035,"Clare County, Michigan",30856
0500000US26037,"Clinton County, Michigan",79128
0500000US26039,"Crawford County, Michigan",12988
0500000US26041,"Delta County, Michigan",36903
0500000US26043,"Dickinson County, Michigan",25947
0500000US26045,"Eaton County, Michigan",109175
0500000US26047,"Emmet County, Michigan",34112
0500000US26049,"Genesee County, Michigan",406211
0500000US26051,"Gladwin County, Michigan",25386
0500000US26053,"Gogebic County, Michigan",14380
0500000US26055,"Grand Traverse County, Michigan",95238
0500000US26057,"Gratiot County, Michigan",41761
0500000US26059,"Hillsdale County, Michigan",45746
0500000US26061,"Houghton County, Michigan",37361
0500000US26063,"Huron County, Michigan",31407
0500000US26065,"Ingham County, Michigan",284900
0500000US26067,"Ionia County, Michigan",66804
0500000US26069,"Iosco County, Michigan",25237
0500000US26071,"Iron County, Michigan",11631
0500000US26073,"Isabella County, Michigan",64394
0500000US26075,"Jackson County, Michigan",160366
0500000US26077,"Kalamazoo County, Michigan",261670
0500000US26079,"Kalkaska County, Michigan",17939
0500000US26081,"Kent County, Michigan",657974
0500000US26083,"Keweenaw County, Michigan",2046
0500000US26085,"Lake County, Michigan",12096
0500000US26087,"Lapeer County, Michigan",88619
0500000US26089,"Leelanau County, Michigan",22301
0500000US26091,"Lenawee County, Michigan",99423
0500000US26093,"Livingston County, Michigan",193866
0500000US26095,"Luce County, Michigan",5339
0500000US26097,"Mackinac County, Michigan",10834
0500000US26099,"Macomb County, Michigan",881217
0500000US26101,"Manistee County, Michigan",25032
0500000US26103,"Marquette County, Michigan",66017
0500000US26105,"Mason County, Michigan",29052
0500000US26107,"Mecosta County, Michigan",39714
0500000US26109,"Menominee County, Michigan",23502
0500000US26111,"Midland County, Michigan",83494
0500000US26113,"Missaukee County, Michigan",15052
0500000US26115,"Monroe County, Michigan",154809
0500000US26117,"Montcalm County, Michigan",66614
0500000US26119,"Montmorency County, Michigan",9153
0500000US26121,"Muskegon County, Michigan",175824
0500000US26123,"Newaygo County, Michigan",49978
0500000US26125,"Oakland County, Michigan",1274395
0500000US26127,"Oceana County, Michigan",26659
0500000US26129,"Ogemaw County, Michigan",20770
0500000US26131,"Ontonagon County, Michigan",5816
0500000US26133,"Osceola County, Michigan",22891
0500000US26135,"Oscoda County, Michigan",8219
0500000US26137,"Otsego County, Michigan",25091
0500000US26139,"Ottawa County, Michigan",296200
0500000US26141,"Presque Isle County, Michigan",12982
0500000US26143,"Roscommon County, Michigan",23459
0500000US26145,"Saginaw County, Michigan",190124
0500000US26147,"St. Clair County, Michigan",160383
0500000US26149,"St. Joseph County, Michigan",60939
0500000US26151,"Sanilac County, Michigan",40611
0500000US26153,"Schoolcraft County, Michigan",8047
0500000US26155,"Shiawassee County, Michigan",68094
0500000US26157,"Tuscola County, Michigan",53323
0500000US26159,"Van Buren County, Michigan",75587
0500000US26161,"Washtenaw County, Michigan",372258
0500000US26163,"Wayne County, Michigan",1793561
0500000US26165,"Wexford County, Michigan",33673
0500000US27001,"Aitkin County, Minnesota",15697
0500000US27003,"Anoka County, Minnesota",363887
0500000US27005,"Becker County, Minnesota",35183
0500000US27007,"Beltrami County, Minnesota",46228
0500000US27009,"Benton County, Minnesota",41379
0500000US27011,"Big Stone County, Minnesota",5166
0500000US27013,"Blue Earth County, Minnesota",69112
0500000US27015,"Brown County, Minnesota",25912
0500000US27017,"Carlton County, Minnesota",36207
0500000US27019,"Carver County, Minnesota",106922
0500000US27021,"Cass County, Minnesota",30066
0500000US27023,"Chippewa County, Minnesota",12598
0500000US27025,"Chisago County, Minnesota",56621
0500000US27027,"Clay County, Minnesota",65318
0500000US27029,"Clearwater County, Minnesota",8524
0500000US27031,"Cook County, Minnesota",5600
0500000US27033,"Cottonwood County, Minnesota",11517
0500000US27035,"Crow Wing County, Minnesota",66123
0500000US27037,"Dakota County, Minnesota",439882
0500000US27039,"Dodge County, Minnesota",20867
0500000US27041,"Douglas County, Minnesota",39006
0500000US27043,"Faribault County, Minnesota",13921
0500000US27045,"Fillmore County, Minnesota",21228
0500000US27047,"Freeborn County, Minnesota",30895
0500000US27049,"Goodhue County, Minnesota",47582
0500000US27051,"Grant County, Minnesota",6074
0500000US27053,"Hennepin County, Minnesota",1281565
0500000US27055,"Houston County, Minnesota",18843
0500000US27057,"Hubbard County, Minnesota",21344
0500000US27059,"Isanti County, Minnesota",41135
0500000US27061,"Itasca County, Minnesota",45014
0500000US27063,"Jackson County, Minnesota",9989
0500000US27065,"Kanabec County, Minnesota",16032
0500000US27067,"Kandiyohi County, Minnesota",43732
0500000US27069,"Kittson County, Minnesota",4207
0500000US27071,"Koochiching County, Minnesota",12062
0500000US27073,"Lac qui Parle County, Minnesota",6719
0500000US27075,"Lake County, Minnesota",10905
0500000US27077,"Lake of the Woods County, Minnesota",3763
0500000US27079,"Le Sueur County, Minnesota",28674
0500000US27081,"Lincoln County, Minnesota",5640
0500000US27083,"Lyon County, Minnesota",25269
0500000US27085,"McLeod County, Minnesota",36771
0500000US27087,"Mahnomen County, Minnesota",5411
0500000US27089,"Marshall County, Minnesota",9040
0500000US27091,"Martin County, Minnesota",20025
0500000US27093,"Meeker County, Minnesota",23400
0500000US27095,"Mille Lacs County, Minnesota",26459
0500000US27097,"Morrison County, Minnesota",34010
0500000US27099,"Mower County, Minnesota",40029
0500000US27101,"Murray County, Minnesota",8179
0500000US27103,"Nicollet County, Minnesota",34454
0500000US27105,"Nobles County, Minnesota",22290
0500000US27107,"Norman County, Minnesota",6441
0500000US27109,"Olmsted County, Minnesota",162847
0500000US27111,"Otter Tail County, Minnesota",60081
0500000US27113,"Pennington County, Minnesota",13992
0500000US27115,"Pine County, Minnesota",28876
0500000US27117,"Pipestone County, Minnesota",9424
0500000US27119,"Polk County, Minnesota",31192
0500000US27121,"Pope County, Minnesota",11308
0500000US27123,"Ramsey County, Minnesota",552352
0500000US27125,"Red Lake County, Minnesota",3935
0500000US27127,"Redwood County, Minnesota",15425
0500000US27129,"Renville County, Minnesota",14723
0500000US27131,"Rice County, Minnesota",67097
0500000US27133,"Rock County, Minnesota",9704
0500000US27135,"Roseau County, Minnesota",15331
0500000US27137,"St. Louis County, Minnesota",200231
0500000US27139,"Scott County, Minnesota",150928
0500000US27141,"Sherburne County, Minnesota",97183
0500000US27143,"Sibley County, Minnesota",14836
0500000US27145,"Stearns County, Minnesota",158292
0500000US27147,"Steele County, Minnesota",37406
0500000US27149,"Stevens County, Minnesota",9671
0500000US27151,"Swift County, Minnesota",9838
0500000US27153,"Todd County, Minnesota",25262
0500000US27155,"Traverse County, Minnesota",3360
0500000US27157,"Wabasha County, Minnesota",21387
0500000US27159,"Wadena County, Minnesota",14065
0500000US27161,"Waseca County, Minnesota",18968
0500000US27163,"Washington County, Minnesota",267568
0500000US27165,"Watonwan County, Minnesota",11253
0500000US27167,"Wilkin County, Minnesota",6506
0500000US27169,"Winona County, Minnesota",49671
0500000US27171,"Wright County, Minnesota",141337
0500000US27173,"Yellow Medicine County, Minnesota",9528
0500000US28001,"Adams County, Mississippi",29538
0500000US28003,"Alcorn County, Mississippi",34740
0500000US28005,"Amite County, Mississippi",12720
0500000US28007,"Attala County, Mississippi",17889
0500000US28009,"Benton County, Mississippi",7646
0500000US28011,"Bolivar County, Mississippi",30985
0500000US28013,"Calhoun County, Mississippi",13266
0500000US28015,"Carroll County, Mississippi",9998
0500000US28017,"Chickasaw County, Mississippi",17106
0500000US28019,"Choctaw County, Mississippi",8246
0500000US28021,"Claiborne County, Mississippi",9135
0500000US28023,"Clarke County, Mississippi",15615
0500000US28025,"Clay County, Mississippi",18636
0500000US28027,"Coahoma County, Mississippi",21390
0500000US28029,"Copiah County, Mississippi",28368
0500000US28031,"Covington County, Mississippi",18340
0500000US28033,"DeSoto County, Mississippi",185314
0500000US28035,"Forrest County, Mississippi",78158
0500000US28037,"Franklin County, Mississippi",7675
0500000US28039,"George County, Mississippi",24350
0500000US28041,"Greene County, Mississippi",13530
0500000US28043,"Grenada County, Mississippi",21629
0500000US28045,"Hancock County, Mississippi",46053
0500000US28047,"Harrison County, Mississippi",208621
0500000US28049,"Hinds County, Mississippi",227742
0500000US28051,"Holmes County, Mississippi",17000
0500000US28053,"Humphreys County, Mississippi",7785
0500000US28055,"Issaquena County, Mississippi",1338
0500000US28057,"Itawamba County, Mississippi",23863
0500000US28059,"Jackson County, Mississippi",143252
0500000US28061,"Jasper County, Mississippi",16367
0500000US28063,"Jefferson County, Mississippi",7260
0500000US28065,"Jefferson Davis County, Mississippi",11321
0500000US28067,"Jones County, Mississippi",67246
0500000US28069,"Kemper County, Mississippi",8988
0500000US28071,"Lafayette County, Mississippi",55813
0500000US28073,"Lamar County, Mississippi",64222
0500000US28075,"Lauderdale County, Mississippi",72984
0500000US28077,"Lawrence County, Mississippi",12016
0500000US28079,"Leake County, Mississippi",21275
0500000US28081,"Lee County, Mississippi",83343
0500000US28083,"Leflore County, Mississippi",28339
0500000US28085,"Lincoln County, Mississippi",34907
0500000US28087,"Lowndes County, Mississippi",58879
0500000US28089,"Madison County, Mississippi",109145
0500000US28091,"Marion County, Mississippi",24441
0500000US28093,"Marshall County, Mississippi",33752
0500000US28095,"Monroe County, Mississippi",34180
0500000US28097,"Montgomery County, Mississippi",9822
0500000US28099,"Neshoba County, Mississippi",29087
0500000US28101,"Newton County, Mississippi",21291
0500000US28103,"Noxubee County, Mississippi",10285
0500000US28105,"Oktibbeha County, Mississippi",51788
0500000US28107,"Panola County, Mississippi",33208
0500000US28109,"Pearl River County, Mississippi",56145
0500000US28111,"Perry County, Mississippi",11511
0500000US28113,"Pike County, Mississippi",40324
0500000US28115,"Pontotoc County, Mississippi",31184
0500000US28117,"Prentiss County, Mississippi",25008
0500000US28119,"Quitman County, Mississippi",6176
0500000US28121,"Rankin County, Mississippi",157031
0500000US28123,"Scott County, Mississippi",27990
0500000US28125,"Sharkey County, Mississippi",3800
0500000US28127,"Simpson County, Mississippi",25949
0500000US28129,"Smith County, Mississippi",14209
0500000US28131,"Stone County, Mississippi",18333
0500000US28133,"Sunflower County, Mississippi",25971
0500000US28135,"Tallahatchie County, Mississippi",12715
0500000US28137,"Tate County, Mississippi",28064
0500000US28139,"Tippah County, Mississippi",21815
0500000US28141,"Tishomingo County, Mississippi",18850
0500000US28143,"Tunica County, Mississippi",9782
0500000US28145,"Union County, Mississippi",27777
0500000US28147,"Walthall County, Mississippi",13884
0500000US28149,"Warren County, Mississippi",44722
0500000US28151,"Washington County, Mississippi",44922
0500000US28153,"Wayne County, Mississippi",19779
0500000US28155,"Webster County, Mississippi",9926
0500000US28157,"Wilkinson County, Mississippi",8587
0500000US28159,"Winston County, Mississippi",17714
0500000US28161,"Yalobusha County, Mississippi",12481
0500000US28163,"Yazoo County, Mississippi",26743
0500000US29001,"Adair County, Missouri",25314
0500000US29003,"Andrew County, Missouri",18135
0500000US29005,"Atchison County, Missouri",5305
0500000US29007,"Audrain County, Missouri",24962
0500000US29009,"Barry County, Missouri",34534
0500000US29011,"Barton County, Missouri",11637
0500000US29013,"Bates County, Missouri",16042
0500000US29015,"Benton County, Missouri",19394
0500000US29017,"Bollinger County, Missouri",10567
0500000US29019,"Boone County, Missouri",183610
0500000US29021,"Buchanan County, Missouri",84793
0500000US29023,"Butler County, Missouri",42130
0500000US29025,"Caldwell County, Missouri",8815
0500000US29027,"Callaway County, Missouri",44283
0500000US29029,"Camden County, Missouri",42745
0500000US29031,"Cape Girardeau County, Missouri",81710
0500000US29033,"Carroll County, Missouri",8495
0500000US29035,"Carter County, Missouri",5202
0500000US29037,"Cass County, Missouri",107824
0500000US29039,"Cedar County, Missouri",14188
0500000US29041,"Chariton County, Missouri",7408
0500000US29043,"Christian County, Missouri",88842
0500000US29045,"Clark County, Missouri",6634
0500000US29047,"Clay County, Missouri",253335
0500000US29049,"Clinton County, Missouri",21184
0500000US29051,"Cole County, Missouri",77279
0500000US29053,"Cooper County, Missouri",17103
0500000US29055,"Crawford County, Missouri",23056
0500000US29057,"Dade County, Missouri",7569
0500000US29059,"Dallas County, Missouri",17071
0500000US29061,"Daviess County, Missouri",8430
0500000US29063,"DeKalb County, Missouri",11029
0500000US29065,"Dent County, Missouri",14421
0500000US29067,"Douglas County, Missouri",11578
0500000US29069,"Dunklin County, Missouri",28283
0500000US29071,"Franklin County, Missouri",104682
0500000US29073,"Gasconade County, Missouri",14794
0500000US29075,"Gentry County, Missouri",6162
0500000US29077,"Greene County, Missouri",298915
0500000US29079,"Grundy County, Missouri",9808
0500000US29081,"Harrison County, Missouri",8157
0500000US29083,"Henry County, Missouri",21946
0500000US29085,"Hickory County, Missouri",8279
0500000US29087,"Holt County, Missouri",4223
0500000US29089,"Howard County, Missouri",10151
0500000US29091,"Howell County, Missouri",39750
0500000US29093,"Iron County, Missouri",9537
0500000US29095,"Jackson County, Missouri",717204
0500000US29097,"Jasper County, Missouri",122761
0500000US29099,"Jefferson County, Missouri",226739
0500000US29101,"Johnson County, Missouri",54013
0500000US29103,"Knox County, Missouri",3744
0500000US29105,"Laclede County, Missouri",36039
0500000US29107,"Lafayette County, Missouri",32984
0500000US29109,"Lawrence County, Missouri",38001
0500000US29111,"Lewis County, Missouri",10032
0500000US29113,"Lincoln County, Missouri",59574
0500000US29115,"Linn County, Missouri",11874
0500000US29117,"Livingston County, Missouri",14557
0500000US29119,"McDonald County, Missouri",23303
0500000US29121,"Macon County, Missouri",15209
0500000US29123,"Madison County, Missouri",12626
0500000US29125,"Maries County, Missouri",8432
0500000US29127,"Marion County, Missouri",28525
0500000US29129,"Mercer County, Missouri",3538
0500000US29131,"Miller County, Missouri",24722
0500000US29133,"Mississippi County, Missouri",12577
0500000US29135,"Moniteau County, Missouri",15473
0500000US29137,"Monroe County, Missouri",8666
0500000US29139,"Montgomery County, Missouri",11322
0500000US29141,"Morgan County, Missouri",21006
0500000US29143,"New Madrid County, Missouri",16434
0500000US29145,"Newton County, Missouri",58648
0500000US29147,"Nodaway County, Missouri",21241
0500000US29149,"Oregon County, Missouri",8635
0500000US29151,"Osage County, Missouri",13274
0500000US29153,"Ozark County, Missouri",8553
0500000US29155,"Pemiscot County, Missouri",15661
0500000US29157,"Perry County, Missouri",18956
0500000US29159,"Pettis County, Missouri",42980
0500000US29161,"Phelps County, Missouri",44638
0500000US29163,"Pike County, Missouri",17587
0500000US29165,"Platte County, Missouri",106718
0500000US29167,"Polk County, Missouri",31519
0500000US29169,"Pulaski County, Missouri",53955
0500000US29171,"Putnam County, Missouri",4681
0500000US29173,"Ralls County, Missouri",10355
0500000US29175,"Randolph County, Missouri",24716
0500000US29177,"Ray County, Missouri",23158
0500000US29179,"Reynolds County, Missouri",6096
0500000US29181,"Ripley County, Missouri",10679
0500000US29183,"St. Charles County, Missouri",405262
0500000US29185,"St. Clair County, Missouri",9284
0500000US29186,"Ste. Genevieve County, Missouri",18479
0500000US29187,"St. Francois County, Missouri",66922
0500000US29189,"St. Louis County, Missouri",1004125
0500000US29195,"Saline County, Missouri",23333
0500000US29197,"Schuyler County, Missouri",4032
0500000US29199,"Scotland County, Missouri",4716
0500000US29201,"Scott County, Missouri",38059
0500000US29203,"Shannon County, Missouri",7031
0500000US29205,"Shelby County, Missouri",6103
0500000US29207,"Stoddard County, Missouri",28672
0500000US29209,"Stone County, Missouri",31076
0500000US29211,"Sullivan County, Missouri",5999
0500000US29213,"Taney County, Missouri",56066
0500000US29215,"Texas County, Missouri",24487
0500000US29217,"Vernon County, Missouri",19707
0500000US29219,"Warren County, Missouri",35532
0500000US29221,"Washington County, Missouri",23514
0500000US29223,"Wayne County, Missouri",10974
0500000US29225,"Webster County, Missouri",39085
0500000US29227,"Worth County, Missouri",1973
0500000US29229,"Wright County, Missouri",18188
0500000US29510,"St. Louis city, Missouri",301578
0500000US30001,"Beaverhead County, Montana",9371
0500000US30003,"Big Horn County, Montana",13124
0500000US30005,"Blaine County, Montana",7044
0500000US30007,"Broadwater County, Montana",6774
0500000US30009,"Carbon County, Montana",10473
0500000US30011,"Carter County, Montana",1415
0500000US30013,"Cascade County, Montana",84414
0500000US30015,"Chouteau County, Montana",5895
0500000US30017,"Custer County, Montana",11867
0500000US30019,"Daniels County, Montana",1661
0500000US30021,"Dawson County, Montana",8940
0500000US30023,"Deer Lodge County, Montana",9421
0500000US30025,"Fallon County, Montana",3049
0500000US30027,"Fergus County, Montana",11446
0500000US30029,"Flathead County, Montana",104357
0500000US30031,"Gallatin County, Montana",118960
0500000US30033,"Garfield County, Montana",1173
0500000US30035,"Glacier County, Montana",13778
0500000US30037,"Golden Valley County, Montana",823
0500000US30039,"Granite County, Montana",3309
0500000US30041,"Hill County, Montana",16309
0500000US30043,"Jefferson County, Montana",12085
0500000US30045,"Judith Basin County, Montana",2023
0500000US30047,"Lake County, Montana",31134
0500000US30049,"Lewis and Clark County, Montana",70973
0500000US30051,"Liberty County, Montana",1959
0500000US30053,"Lincoln County, Montana",19677
0500000US30055,"McCone County, Montana",1729
0500000US30057,"Madison County, Montana",8623
0500000US30059,"Meagher County, Montana",1927
0500000US30061,"Mineral County, Montana",4535
0500000US30063,"Missoula County, Montana",117922
0500000US30065,"Musselshell County, Montana",4730
0500000US30067,"Park County, Montana",17191
0500000US30069,"Petroleum County, Montana",496
0500000US30071,"Phillips County, Montana",4217
0500000US30073,"Pondera County, Montana",5898
0500000US30075,"Powder River County, Montana",1694
0500000US30077,"Powell County, Montana",6946
0500000US30079,"Prairie County, Montana",1088
0500000US30081,"Ravalli County, Montana",44174
0500000US30083,"Richland County, Montana",11491
0500000US30085,"Roosevelt County, Montana",10794
0500000US30087,"Rosebud County, Montana",8329
0500000US30089,"Sanders County, Montana",12400
0500000US30091,"Sheridan County, Montana",3539
0500000US30093,"Silver Bow County, Montana",35133
0500000US30095,"Stillwater County, Montana",8963
0500000US30097,"Sweet Grass County, Montana",3678
0500000US30099,"Teton County, Montana",6226
0500000US30101,"Toole County, Montana",4971
0500000US30103,"Treasure County, Montana",762
0500000US30105,"Valley County, Montana",7578
0500000US30107,"Wheatland County, Montana",2069
0500000US30109,"Wibaux County, Montana",937
0500000US30111,"Yellowstone County, Montana",164731
0500000US31001,"Adams County, Nebraska",31205
0500000US31003,"Antelope County, Nebraska",6295
0500000US31005,"Arthur County, Nebraska",434
0500000US31007,"Banner County, Nebraska",674
0500000US31009,"Blaine County, Nebraska",431
0500000US31011,"Boone County, Nebraska",5379
0500000US31013,"Box Butte County, Nebraska",10842
0500000US31015,"Boyd County, Nebraska",1810
0500000US31017,"Brown County, Nebraska",2903
0500000US31019,"Buffalo County, Nebraska",50084
0500000US31021,"Burt County, Nebraska",6722
0500000US31023,"Butler County, Nebraska",8369
0500000US31025,"Cass County, Nebraska",26598
0500000US31027,"Cedar County, Nebraska",8380
0500000US31029,"Chase County, Nebraska",3893
0500000US31031,"Cherry County, Nebraska",5455
0500000US31033,"Cheyenne County, Nebraska",9468
0500000US31035,"Clay County, Nebraska",6104
0500000US31037,"Colfax County, Nebraska",10582
0500000US31039,"Cuming County, Nebraska",9013
0500000US31041,"Custer County, Nebraska",10545
0500000US31043,"Dakota County, Nebraska",21582
0500000US31045,"Dawes County, Nebraska",8199
0500000US31047,"Dawson County, Nebraska",24111
0500000US31049,"Deuel County, Nebraska",1838
0500000US31051,"Dixon County, Nebraska",5606
0500000US31053,"Dodge County, Nebraska",37167
0500000US31055,"Douglas County, Nebraska",584526
0500000US31057,"Dundy County, Nebraska",1654
0500000US31059,"Fillmore County, Nebraska",5551
0500000US31061,"Franklin County, Nebraska",2889
0500000US31063,"Frontier County, Nebraska",2519
0500000US31065,"Furnas County, Nebraska",4636
0500000US31067,"Gage County, Nebraska",21704
0500000US31069,"Garden County, Nebraska",1874
0500000US31071,"Garfield County, Nebraska",1813
0500000US31073,"Gosper County, Nebraska",1893
0500000US31075,"Grant County, Nebraska",611
0500000US31077,"Greeley County, Nebraska",2188
0500000US31079,"Hall County, Nebraska",62895
0500000US31081,"Hamilton County, Nebraska",9429
0500000US31083,"Harlan County, Nebraska",3073
0500000US31085,"Hayes County, Nebraska",856
0500000US31087,"Hitchcock County, Nebraska",2616
0500000US31089,"Holt County, Nebraska",10127
0500000US31091,"Hooker County, Nebraska",711
0500000US31093,"Howard County, Nebraska",6475
0500000US31095,"Jefferson County, Nebraska",7240
0500000US31097,"Johnson County, Nebraska",5290
0500000US31099,"Kearney County, Nebraska",6688
0500000US31101,"Keith County, Nebraska",8335
0500000US31103,"Keya Paha County, Nebraska",769
0500000US31105,"Kimball County, Nebraska",3434
0500000US31107,"Knox County, Nebraska",8391
0500000US31109,"Lancaster County, Nebraska",322608
0500000US31111,"Lincoln County, Nebraska",34676
0500000US31113,"Logan County, Nebraska",716
0500000US31115,"Loup County, Nebraska",607
0500000US31117,"McPherson County, Nebraska",399
0500000US31119,"Madison County, Nebraska",35585
0500000US31121,"Merrick County, Nebraska",7668
0500000US31123,"Morrill County, Nebraska",4555
0500000US31125,"Nance County, Nebraska",3380
0500000US31127,"Nemaha County, Nebraska",7074
0500000US31129,"Nuckolls County, Nebraska",4095
0500000US31131,"Otoe County, Nebraska",15912
0500000US31133,"Pawnee County, Nebraska",2544
0500000US31135,"Perkins County, Nebraska",2858
0500000US31137,"Phelps County, Nebraska",8968
0500000US31139,"Pierce County, Nebraska",7317
0500000US31141,"Platte County, Nebraska",34296
0500000US31143,"Polk County, Nebraska",5214
0500000US31145,"Red Willow County, Nebraska",10702
0500000US31147,"Richardson County, Nebraska",7871
0500000US31149,"Rock County, Nebraska",1262
0500000US31151,"Saline County, Nebraska",14292
0500000US31153,"Sarpy County, Nebraska",190604
0500000US31155,"Saunders County, Nebraska",22278
0500000US31157,"Scotts Bluff County, Nebraska",36084
0500000US31159,"Seward County, Nebraska",17609
0500000US31161,"Sheridan County, Nebraska",5127
0500000US31163,"Sherman County, Nebraska",2959
0500000US31165,"Sioux County, Nebraska",1135
0500000US31167,"Stanton County, Nebraska",5842
0500000US31169,"Thayer County, Nebraska",5034
0500000US31171,"Thomas County, Nebraska",669
0500000US31173,"Thurston County, Nebraska",6773
0500000US31175,"Valley County, Nebraska",4059
0500000US31177,"Washington County, Nebraska",20865
0500000US31179,"Wayne County, Nebraska",9697
0500000US31181,"Webster County, Nebraska",3395
0500000US31183,"Wheeler County, Nebraska",774
0500000US31185,"York County, Nebraska",14125
0500000US32001,"Churchill County, Nevada",25516
0500000US32003,"Clark County, Nevada",2265461
0500000US32005,"Douglas County, Nevada",49488
0500000US32007,"Elko County, Nevada",53702
0500000US32009,"Esmeralda County, Nevada",729
0500000US32011,"Eureka County, Nevada",1855
0500000US32013,"Humboldt County, Nevada",17285
0500000US32015,"Lander County, Nevada",5734
0500000US32017,"Lincoln County, Nevada",4499
0500000US32019,"Lyon County, Nevada",59235
0500000US32021,"Mineral County, Nevada",4554
0500000US32023,"Nye County, Nevada",51591
0500000US32027,"Pershing County, Nevada",6650
0500000US32029,"Storey County, Nevada",4104
0500000US32031,"Washoe County, Nevada",486492
0500000US32033,"White Pine County, Nevada",9080
0500000US32510,"Carson City, Nevada",58639
0500000US33001,"Belknap County, New Hampshire",63705
0500000US33003,"Carroll County, New Hampshire",50107
0500000US33005,"Cheshire County, New Hampshire",76458
0500000US33007,"Coos County, New Hampshire",31268
0500000US33009,"Grafton County, New Hampshire",91118
0500000US33011,"Hillsborough County, New Hampshire",422937
0500000US33013,"Merrimack County, New Hampshire",153808
0500000US33015,"Rockingham County, New Hampshire",314176
0500000US33017,"Strafford County, New Hampshire",130889
0500000US33019,"Sullivan County, New Hampshire",43063
0500000US34001,"Atlantic County, New Jersey",274534
0500000US34003,"Bergen County, New Jersey",955732
0500000US34005,"Burlington County, New Jersey",461860
0500000US34007,"Camden County, New Jersey",523485
0500000US34009,"Cape May County, New Jersey",95263
0500000US34011,"Cumberland County, New Jersey",154152
0500000US34013,"Essex County, New Jersey",863728
0500000US34015,"Gloucester County, New Jersey",302294
0500000US34017,"Hudson County, New Jersey",724854
0500000US34019,"Hunterdon County, New Jersey",128947
0500000US34021,"Mercer County, New Jersey",387340
0500000US34023,"Middlesex County, New Jersey",863162
0500000US34025,"Monmouth County, New Jersey",643615
0500000US34027,"Morris County, New Jersey",509285
0500000US34029,"Ocean County, New Jersey",637229
0500000US34031,"Passaic County, New Jersey",524118
0500000US34033,"Salem County, New Jersey",64837
0500000US34035,"Somerset County, New Jersey",345361
0500000US34037,"Sussex County, New Jersey",144221
0500000US34039,"Union County, New Jersey",575345
0500000US34041,"Warren County, New Jersey",109632
0500000US35001,"Bernalillo County, New Mexico",676444
0500000US35003,"Catron County, New Mexico",3579
0500000US35005,"Chaves County, New Mexico",65157
0500000US35006,"Cibola County, New Mexico",27172
0500000US35007,"Colfax County, New Mexico",12387
0500000US35009,"Curry County, New Mexico",48430
0500000US35011,"De Baca County, New Mexico",1698
0500000US35013,"Doña Ana County, New Mexico",219561
0500000US35015,"Eddy County, New Mexico",62314
0500000US35017,"Grant County, New Mexico",28185
0500000US35019,"Guadalupe County, New Mexico",4452
0500000US35021,"Harding County, New Mexico",657
0500000US35023,"Hidalgo County, New Mexico",4178
0500000US35025,"Lea County, New Mexico",74455
0500000US35027,"Lincoln County, New Mexico",20269
0500000US35028,"Los Alamos County, New Mexico",19419
0500000US35029,"Luna County, New Mexico",25427
0500000US35031,"McKinley County, New Mexico",72902
0500000US35033,"Mora County, New Mexico",4189
0500000US35035,"Otero County, New Mexico",67839
0500000US35037,"Quay County, New Mexico",8746
0500000US35039,"Rio Arriba County, New Mexico",40363
0500000US35041,"Roosevelt County, New Mexico",19191
0500000US35043,"Sandoval County, New Mexico",148834
0500000US35045,"San Juan County, New Mexico",121661
0500000US35047,"San Miguel County, New Mexico",27201
0500000US35049,"Santa Fe County, New Mexico",154823
0500000US35051,"Sierra County, New Mexico",11576
0500000US35053,"Socorro County, New Mexico",16595
0500000US35055,"Taos County, New Mexico",34489
0500000US35057,"Torrance County, New Mexico",15045
0500000US35059,"Union County, New Mexico",4079
0500000US35061,"Valencia County, New Mexico",76205
0500000US36001,"Albany County, New York",314848
0500000US36003,"Allegany County, New York",46456
0500000US36005,"Bronx County, New York",1472654
0500000US36007,"Broome County, New York",198683
0500000US36009,"Cattaraugus County, New York",77042
0500000US36011,"Cayuga County, New York",76248
0500000US36013,"Chautauqua County, New York",127657
0500000US36015,"Chemung County, New York",84148
0500000US36017,"Chenango County, New York",47220
0500000US36019,"Clinton County, New York",79843
0500000US36021,"Columbia County, New York",61570
0500000US36023,"Cortland County, New York",46809
0500000US36025,"Delaware County, New York",44308
0500000US36027,"Dutchess County, New York",295911
0500000US36029,"Erie County, New York",954236
0500000US36031,"Essex County, New York",37381
0500000US36033,"Franklin County, New York",47555
0500000US36035,"Fulton County, New York",53324
0500000US36037,"Genesee County, New York",58388
0500000US36039,"Greene County, New York",47931
0500000US36041,"Hamilton County, New York",5107
0500000US36043,"Herkimer County, New York",60139
0500000US36045,"Jefferson County, New York",116721
0500000US36047,"Kings County, New York",2736074
0500000US36049,"Lewis County, New York",26582
0500000US36051,"Livingston County, New York",61834
0500000US36053,"Madison County, New York",68016
0500000US36055,"Monroe County, New York",759443
0500000US36057,"Montgomery County, New York",49532
0500000US36059,"Nassau County, New York",1395774
0500000US36061,"New York County, New York",1694251
0500000US36063,"Niagara County, New York",212666
0500000US36065,"Oneida County, New York",232125
0500000US36067,"Onondaga County, New York",476516
0500000US36069,"Ontario County, New York",112458
0500000US36071,"Orange County, New York",401310
0500000US36073,"Orleans County, New York",40343
0500000US36075,"Oswego County, New York",117525
0500000US36077,"Otsego County, New York",58524
0500000US36079,"Putnam County, New York",97668
0500000US36081,"Queens County, New York",2405464
0500000US36083,"Rensselaer County, New York",161130
